empleado_id,bienestar_laboral,horas_extra_semana,apoyo_equipo,reconocimiento,autonomia,dias_home_office,bono_anual_pct,reuniones_semana,mensajes_chat_dia,dias_vacaciones_tomados,distancia_oficina_km,cursos_completados,meses_en_el_rol,tickets_cerrados_mes,emails_enviados_dia,proyectos_activos,dias_licencia_medica,horas_capacitacion,puntualidad_pct
236,57.0,4.8,6.0,6.0,5.6,1,8.51,6,35,11,2.2,3,48,15,9,5,1,6.7,90.7
237,71.9,6.5,8.2,6.7,5.3,3,9.42,10,41,5,30.3,1,18,7,13,1,0,5.2,83.4
238,49.2,2.1,6.1,4.9,9.0,1,5.81,5,47,8,10.1,4,1,16,10,1,3,3.1,93.4
239,47.7,1.5,3.9,3.3,7.2,0,8.4,10,48,13,11.5,2,35,15,10,4,2,11.8,88.6
240,55.1,3.8,4.6,6.2,5.9,4,6.78,11,40,12,11.8,2,10,9,12,1,8,9.0,90.0
241,55.8,1.4,6.9,5.9,5.3,5,6.52,7,38,6,11.2,4,55,13,18,2,3,6.5,91.7
242,62.1,3.4,7.9,4.3,7.5,3,6.58,8,38,5,8.6,2,48,13,13,2,1,1.5,92.1
243,51.0,4.0,5.0,3.4,7.8,3,5.27,5,33,12,25.6,1,51,13,17,1,4,6.2,94.3
244,70.6,5.7,7.2,3.7,5.9,4,14.27,8,38,1,15.8,8,28,13,11,1,1,3.7,100.0
245,61.0,4.5,6.4,7.5,7.8,4,9.09,4,37,9,7.3,4,42,10,17,3,1,3.3,95.8
246,58.0,2.6,5.3,3.9,5.6,0,10.71,9,35,9,5.1,3,46,15,10,6,0,13.9,90.6
247,66.4,2.9,7.4,6.4,8.2,0,12.1,7,41,0,6.5,1,35,17,10,4,3,3.5,89.6
248,44.9,12.2,3.5,2.7,7.2,4,9.15,7,66,14,0.3,8,59,15,12,2,4,7.5,87.9
249,61.6,3.5,6.6,5.5,6.1,2,6.95,10,42,6,7.8,2,35,15,12,4,5,4.6,89.9
250,59.8,8.6,7.4,5.8,4.6,4,9.92,8,38,19,9.6,2,26,10,13,1,3,18.1,98.6
251,74.1,2.0,7.6,8.5,6.6,1,11.52,8,38,15,11.5,2,40,19,15,3,3,1.4,92.8
252,57.1,2.3,3.9,5.8,7.2,5,8.67,7,27,13,5.4,2,3,11,10,4,1,7.4,93.9
253,66.1,6.4,5.7,5.5,9.1,3,11.42,8,39,6,2.5,2,36,18,17,4,0,3.6,95.1
254,50.8,11.6,6.1,5.7,5.9,5,12.34,11,42,2,1.0,2,25,18,12,4,4,7.3,92.1
255,44.8,7.7,7.5,6.4,6.3,0,2.59,8,47,12,7.0,4,5,15,15,1,0,3.9,99.9
256,63.3,0.5,6.1,5.3,5.3,2,11.1,5,34,18,17.0,3,34,13,12,3,0,2.7,92.3
257,49.9,1.8,6.4,5.5,7.2,3,2.53,11,47,6,4.9,3,13,17,6,4,2,8.4,100.0
258,71.5,5.6,6.3,4.7,6.1,2,13.61,6,36,5,7.6,1,60,20,12,4,2,13.8,85.1
259,60.2,3.4,7.4,6.3,5.1,5,14.57,12,42,4,7.9,6,40,10,12,2,1,4.1,93.3
260,75.8,1.6,7.1,5.5,6.0,4,14.91,7,36,1,8.0,5,11,10,11,3,1,5.5,100.0
261,47.2,1.3,4.8,4.3,6.1,4,7.61,7,43,5,7.6,2,13,21,9,2,3,6.1,87.8
262,47.3,4.5,4.9,7.0,5.3,5,8.57,6,42,21,5.3,1,54,18,14,3,3,10.7,93.7
263,42.7,12.5,5.9,5.3,6.8,1,7.87,11,38,2,8.2,3,17,15,12,3,5,12.8,100.0
264,39.7,6.7,5.7,5.3,5.6,0,5.58,9,37,11,24.8,2,32,11,15,4,1,2.9,91.7
265,64.3,3.6,6.3,6.4,5.8,3,9.77,5,54,21,5.1,2,12,13,13,6,3,7.3,94.1
266,43.1,5.2,6.4,3.6,6.4,3,5.01,9,49,12,4.3,0,47,14,6,3,3,5.4,88.0
267,64.5,4.0,5.6,4.8,4.1,0,14.8,4,35,12,34.3,3,47,15,12,2,2,21.0,84.4
268,21.8,2.6,5.6,3.6,6.7,5,0.0,15,46,17,7.1,2,24,15,9,6,1,28.0,86.0
269,35.5,18.5,5.4,6.5,5.9,1,6.78,9,46,5,15.0,2,18,14,12,2,1,11.3,89.0
270,72.6,2.5,7.1,4.4,5.3,5,14.96,5,37,1,4.7,1,29,16,10,2,0,8.7,95.5
271,56.2,4.5,5.5,2.9,9.0,2,10.92,7,38,18,9.6,6,40,11,9,4,0,7.2,86.9
272,59.5,8.4,6.1,5.2,7.0,1,11.69,6,43,6,3.4,5,44,12,12,6,3,4.8,93.7
273,62.6,8.0,6.7,6.3,5.3,1,8.41,6,42,0,10.9,2,40,11,11,2,6,2.2,96.6
274,48.8,3.1,6.5,6.2,4.3,5,13.39,9,54,2,1.0,4,58,17,7,5,5,3.3,98.2
275,31.3,15.8,5.5,6.4,5.4,0,8.45,15,57,6,3.6,1,26,15,17,1,3,1.0,89.0
276,47.1,2.2,5.0,3.7,8.3,4,8.94,6,39,6,16.5,3,58,17,14,3,1,4.7,94.8
277,58.8,3.5,6.0,4.2,3.4,2,8.55,16,53,18,4.4,1,35,11,9,6,1,14.0,82.4
278,71.1,0.5,9.1,7.1,7.0,2,9.19,7,43,6,7.3,3,14,14,8,6,2,11.8,81.5
279,60.1,4.8,5.9,7.1,4.9,4,8.81,7,37,18,11.3,1,37,18,7,6,1,5.7,93.4
280,67.7,4.6,7.6,6.4,6.7,1,9.25,11,33,5,1.0,2,40,13,15,6,1,7.9,98.9
281,44.5,6.1,6.3,5.1,9.6,5,5.79,8,46,14,8.7,1,36,23,9,5,1,7.1,93.0
282,52.2,4.4,4.5,3.3,8.0,5,10.88,6,31,4,10.0,2,35,13,11,5,4,3.6,95.6
283,50.6,7.5,6.5,6.5,6.9,1,3.82,12,50,17,2.8,1,17,18,9,2,3,9.0,87.9
284,37.6,3.4,5.6,4.3,6.1,5,8.09,4,37,12,4.2,6,19,18,15,5,3,10.7,91.5
285,70.7,4.4,7.0,6.3,7.5,2,8.92,7,45,17,9.3,3,32,12,8,4,2,9.8,90.9
286,62.6,3.3,7.9,5.5,5.2,4,12.85,8,35,9,2.6,4,31,9,13,4,1,5.4,96.2
287,43.2,8.1,4.5,3.6,5.0,1,5.84,7,38,21,8.0,4,42,21,13,3,5,3.8,83.7
288,66.2,4.9,7.5,7.8,6.5,2,11.6,11,46,7,4.6,2,44,15,12,3,2,4.2,95.6
289,55.8,4.6,5.2,3.0,9.0,1,9.58,4,60,0,4.4,2,35,14,15,2,1,5.2,99.7
290,51.4,2.0,5.3,5.2,6.9,0,6.16,3,36,1,1.1,4,52,17,11,3,5,21.0,89.5
291,70.5,7.6,9.1,7.9,8.1,3,7.6,7,48,15,3.8,2,38,6,12,3,1,15.5,89.8
292,58.0,7.8,7.0,5.5,5.6,1,8.71,8,51,16,2.8,0,38,18,15,4,3,2.5,94.2
293,43.8,0.4,5.9,6.9,6.6,5,2.1,11,39,21,5.5,2,26,16,9,2,1,5.9,95.1
294,50.2,3.1,5.8,6.2,4.4,0,9.96,12,34,17,8.8,3,56,13,14,1,3,5.9,90.7
295,69.7,1.6,6.1,6.1,6.7,4,14.66,9,37,5,4.6,2,8,11,14,3,1,8.8,99.4
296,47.3,11.9,5.3,7.0,5.5,2,5.15,11,41,11,25.6,2,29,16,10,3,2,5.2,100.0
297,57.9,3.3,5.2,7.5,8.1,1,11.28,11,52,18,18.1,5,5,10,11,5,1,7.1,89.7
298,50.6,6.8,5.5,6.5,7.4,0,8.99,9,51,16,11.6,0,39,12,16,3,4,3.7,93.4
299,58.8,2.2,5.4,5.3,7.3,1,8.41,9,33,17,6.9,5,45,10,7,1,1,8.9,87.3
300,66.4,7.0,7.3,7.7,8.1,2,7.39,8,44,2,17.1,3,60,12,10,2,2,2.9,95.5
301,67.4,4.1,5.4,4.9,5.9,3,11.58,7,45,11,1.2,2,23,15,16,5,1,4.9,89.9
302,59.5,3.9,3.4,3.0,3.2,1,9.81,11,31,1,6.4,0,45,10,16,4,1,17.1,95.1
303,48.3,6.2,4.8,6.7,4.0,1,12.3,11,33,18,23.8,2,18,11,7,5,3,11.4,98.8
304,73.5,6.7,8.6,5.6,6.4,2,12.09,5,52,11,14.7,3,12,15,11,1,3,10.1,100.0
305,54.2,6.8,5.2,6.4,4.6,4,8.53,11,45,4,11.2,3,53,11,7,5,5,11.9,91.3
306,49.6,7.0,7.4,4.1,5.3,5,13.27,15,28,21,0.8,3,17,18,12,2,4,4.5,91.6
307,43.6,2.9,6.3,6.8,5.5,3,3.07,5,48,13,13.2,2,19,17,5,3,2,1.4,98.8
308,68.4,4.9,8.3,6.9,6.7,1,8.78,8,40,12,3.4,1,55,11,11,4,1,11.7,94.3
309,53.4,3.9,4.8,3.6,2.4,3,12.27,8,50,1,16.3,0,52,15,13,3,3,5.1,92.1
310,55.8,6.7,6.3,6.8,7.2,2,4.99,11,51,20,1.4,1,10,16,10,6,3,5.6,98.5
311,36.0,3.2,5.4,3.5,7.1,0,4.82,14,38,20,18.2,2,27,8,10,1,0,6.6,87.8
312,56.6,3.5,7.3,6.1,6.2,1,9.4,8,54,3,27.2,1,32,13,10,6,1,3.5,100.0
313,73.7,0.5,4.4,5.0,6.1,3,11.43,8,47,12,10.7,2,36,15,14,4,5,13.2,96.7
314,38.9,14.1,5.9,5.8,8.9,3,2.46,14,42,8,1.7,1,26,15,16,4,1,5.8,84.2
315,60.4,2.6,5.3,5.8,6.4,3,10.71,5,44,13,5.0,3,22,13,17,4,4,15.0,92.1
316,51.9,0.9,5.0,5.3,2.8,4,9.12,6,51,9,11.1,2,20,12,9,2,0,2.5,93.1
317,61.7,1.4,7.3,5.8,8.1,1,7.81,7,50,10,5.9,3,57,15,14,1,1,2.3,89.4
318,55.7,2.7,5.4,3.1,4.7,1,10.28,7,44,10,13.3,1,24,8,12,4,1,5.7,91.1
319,78.1,8.1,8.4,7.0,6.4,3,12.82,10,39,4,6.7,1,2,8,7,6,1,24.4,87.0
320,50.7,7.9,4.3,2.0,8.6,2,8.57,6,34,2,14.0,3,49,14,9,5,1,3.1,86.4
321,69.5,5.7,6.8,7.7,4.9,3,14.54,6,31,9,8.2,4,47,11,13,3,1,5.2,95.9
322,55.0,10.1,6.5,5.5,5.9,5,8.05,10,46,1,22.5,1,22,15,8,2,2,21.4,94.8
323,65.3,2.7,5.3,6.9,7.2,2,9.51,7,34,20,10.6,0,40,8,14,3,0,6.3,100.0
324,63.3,5.7,5.7,5.8,6.0,0,10.8,9,42,21,2.5,1,37,8,10,2,2,7.1,85.8
325,45.9,2.9,5.9,4.1,7.4,3,5.75,11,40,15,2.3,1,12,20,14,3,2,8.4,87.0
326,46.6,2.7,5.8,3.7,5.6,3,5.91,12,35,16,5.5,0,32,14,15,6,2,5.2,100.0
327,62.8,3.7,7.6,7.6,5.7,3,10.12,6,33,20,7.0,5,18,11,7,4,0,15.2,87.3
328,49.2,2.6,4.8,1.1,6.2,0,11.91,5,41,11,10.8,2,45,11,5,5,2,13.6,94.5
329,64.3,8.3,4.9,3.6,6.1,1,12.17,10,50,12,9.3,3,3,19,13,5,1,22.2,98.4
330,65.4,3.4,6.5,8.7,7.0,5,11.06,6,39,7,6.2,0,13,18,15,2,3,10.4,77.9
331,58.0,2.2,4.9,5.8,7.7,0,11.7,6,36,0,8.4,0,12,13,7,3,1,10.0,100.0
332,70.9,6.2,5.6,6.3,8.2,0,13.5,14,42,2,3.1,1,15,14,13,1,3,7.3,97.3
333,62.3,3.9,6.1,5.3,4.5,5,12.35,9,48,9,16.9,2,10,11,10,3,1,7.0,92.0
334,41.4,9.8,6.3,6.7,5.9,5,3.71,7,44,17,11.0,1,47,20,14,5,1,14.3,93.9
335,53.2,8.8,5.6,4.9,6.4,2,6.63,8,48,9,2.5,3,13,18,15,4,1,1.8,85.2
336,50.8,3.0,6.7,5.5,7.8,5,1.56,7,33,17,2.8,5,23,11,13,3,3,6.5,91.6
337,46.7,4.2,6.9,6.5,7.6,5,3.85,9,36,5,13.3,5,40,7,12,3,1,4.5,94.2
338,59.7,5.4,7.6,6.4,5.0,3,11.97,12,39,11,10.2,2,6,14,14,5,7,4.7,86.7
339,65.9,1.9,7.9,6.8,9.2,3,7.99,7,43,14,5.5,1,33,11,10,1,3,11.9,91.3
340,48.8,1.2,5.4,7.3,6.2,5,5.76,9,43,9,19.7,4,56,18,13,2,5,19.7,95.7
341,79.6,11.8,9.0,9.0,9.7,4,5.23,10,48,0,3.1,2,32,7,9,6,3,9.7,95.8
342,58.1,6.6,7.9,5.9,5.3,2,7.9,9,44,9,4.1,2,60,12,10,1,2,7.1,98.2
343,51.4,18.8,7.6,4.8,5.6,2,8.35,4,46,17,11.5,4,3,12,15,1,3,16.0,86.5
344,75.4,1.2,7.5,5.5,8.6,4,12.39,4,46,13,11.6,5,29,16,4,5,0,13.1,100.0
345,59.9,3.3,7.5,6.0,5.8,1,11.51,10,43,16,6.3,2,18,16,10,5,1,3.9,96.7
346,58.4,1.9,6.2,5.8,6.6,0,11.52,8,37,10,2.0,2,13,15,13,4,2,29.3,95.4
347,45.1,6.9,5.7,7.2,8.1,1,7.54,9,44,19,5.4,3,52,10,7,3,0,6.1,98.2
348,64.8,4.7,7.0,9.4,7.3,2,11.84,10,36,15,17.3,2,44,11,12,6,0,19.2,100.0
349,62.8,5.4,5.3,6.1,9.4,1,9.52,7,52,16,7.3,3,48,12,14,2,3,3.0,99.0
350,36.8,11.1,5.1,4.5,5.6,0,10.02,11,33,16,3.5,2,1,16,13,4,3,5.4,97.5
351,57.8,3.7,5.2,4.4,6.8,4,7.82,6,48,6,4.4,3,17,11,11,4,0,5.7,95.3
352,72.6,3.6,5.5,2.1,5.5,3,15.42,11,44,21,27.0,3,55,20,13,3,4,1.8,95.1
353,70.5,5.5,6.6,6.7,7.5,2,11.06,5,37,0,8.5,3,13,19,11,2,0,4.4,90.1
354,65.5,14.4,6.1,5.6,7.8,2,10.65,10,38,7,7.1,2,53,15,10,3,1,1.2,88.7
355,58.0,5.8,5.9,5.9,7.2,1,8.82,6,47,20,3.8,2,41,9,10,3,4,2.4,92.2
356,66.2,3.9,7.4,4.8,5.0,2,13.94,4,47,12,10.6,6,23,12,6,1,4,2.9,97.9
357,50.5,1.9,5.2,5.0,7.2,4,3.73,8,44,12,8.2,1,36,16,8,6,1,6.4,95.8
358,55.1,6.0,7.2,6.2,5.1,1,4.19,10,45,18,3.4,2,38,9,9,4,1,3.5,91.4
359,56.9,3.4,8.4,7.7,5.5,2,1.25,9,40,9,3.5,1,2,15,10,5,2,15.5,89.0
360,42.0,1.7,4.7,2.9,5.9,4,2.66,12,32,9,2.7,4,17,10,12,4,2,11.9,90.9
361,66.1,2.6,6.6,7.9,6.6,2,9.27,8,40,20,19.9,4,2,16,10,2,1,3.1,87.5
362,46.3,7.0,5.1,5.7,7.1,3,9.72,9,34,14,7.5,4,28,15,6,5,3,3.6,90.6
363,73.1,6.5,7.8,6.4,5.4,3,8.63,13,49,11,16.5,2,57,9,11,1,4,14.2,98.2
364,37.6,7.6,6.0,4.3,6.1,0,10.74,11,47,4,3.1,4,10,13,12,6,3,6.1,93.6
365,64.8,5.6,5.1,4.7,9.1,0,12.36,4,34,7,26.7,3,43,8,11,1,3,11.6,94.1
366,56.5,4.9,3.4,4.6,6.2,2,12.25,15,37,21,4.9,1,7,19,7,1,4,20.5,89.0
367,58.3,1.0,5.0,4.4,7.0,5,14.06,10,48,3,14.4,2,15,16,10,1,2,7.4,98.2
368,49.0,3.9,5.0,5.3,5.5,2,6.01,12,45,17,12.2,3,5,16,13,1,2,17.1,99.8
369,61.2,1.7,6.7,5.0,9.6,1,12.26,8,44,11,19.8,4,49,14,8,1,2,6.2,92.3
370,57.0,2.0,6.4,6.0,5.5,5,11.0,5,49,15,4.1,1,40,13,14,1,1,3.1,83.6
371,49.5,2.7,6.5,4.7,6.2,2,7.57,11,45,9,1.7,1,50,14,12,3,2,3.5,92.2
372,56.4,1.7,8.8,4.6,6.0,0,9.87,9,38,7,3.1,1,36,12,10,5,1,3.1,92.7
373,40.9,3.9,3.8,2.6,6.0,0,13.02,15,47,4,1.8,4,38,12,13,6,2,0.6,87.4
374,72.1,1.7,5.3,4.3,7.5,4,13.34,10,49,18,2.2,1,54,20,8,4,1,8.7,100.0
375,55.5,5.8,4.8,5.0,6.0,2,12.09,9,53,12,3.3,2,27,6,11,2,1,11.3,91.6
376,55.4,4.4,6.0,5.7,7.3,4,7.89,4,45,6,13.0,3,60,14,14,6,3,6.7,92.8
377,55.7,6.1,5.1,5.8,9.1,5,7.68,4,49,11,17.3,2,24,16,8,1,1,1.6,94.2
378,66.1,2.2,6.6,5.5,4.8,3,9.57,7,38,21,0.5,2,26,14,13,3,2,3.5,88.2
379,59.0,4.0,7.4,6.6,5.7,2,8.4,9,38,4,9.1,5,16,14,16,2,2,8.0,91.7
380,66.0,1.2,7.2,5.7,5.0,4,12.15,10,37,17,19.7,4,42,15,8,6,2,2.6,80.0
381,51.1,3.6,8.0,7.3,6.4,5,8.72,7,36,14,3.5,3,22,8,19,2,7,5.8,89.0
382,64.2,2.8,6.0,5.0,5.6,4,14.87,7,46,13,2.5,4,8,19,12,3,0,3.4,85.6
383,71.6,0.9,5.1,2.7,7.0,2,12.41,9,43,8,2.4,5,20,14,16,6,4,11.3,90.7
384,69.1,1.9,6.5,5.7,1.7,3,13.7,12,43,5,4.9,1,28,20,8,6,3,8.8,92.1
385,43.9,10.8,5.7,4.8,7.6,3,5.86,20,31,21,13.4,6,38,10,5,4,0,5.2,90.1
386,56.3,1.3,4.8,5.3,5.3,2,6.39,11,38,1,4.0,3,2,19,13,2,0,2.9,90.8
387,57.3,3.6,6.9,8.5,6.6,5,6.26,9,44,16,3.6,1,3,8,13,2,4,1.7,88.1
388,55.8,1.4,6.8,6.7,3.4,1,5.31,7,41,8,5.5,0,12,13,11,3,3,7.7,100.0
389,97.1,2.3,8.0,7.6,7.9,2,15.09,8,43,20,9.1,2,29,10,6,6,0,6.7,85.8
390,62.0,2.4,7.5,7.3,3.3,2,9.52,10,48,0,23.6,3,37,15,12,1,2,1.5,93.0
391,48.6,5.3,5.9,5.8,4.4,4,9.66,9,51,9,15.9,1,30,15,14,5,3,8.1,93.4
392,64.9,3.2,5.6,5.7,6.5,0,12.03,7,39,2,19.3,1,4,12,12,1,1,12.4,92.9
393,52.2,1.6,6.8,6.4,4.7,0,11.45,16,45,6,4.8,3,15,20,12,2,4,5.2,85.9
394,43.5,4.7,4.9,5.6,5.1,1,0.0,17,43,8,13.2,1,33,13,6,4,0,1.8,100.0
395,58.6,7.7,6.7,4.1,9.0,0,8.67,9,47,8,13.3,2,43,14,10,6,2,5.9,100.0
396,12.8,18.1,4.1,4.8,6.8,4,9.98,7,39,6,6.2,5,22,15,18,2,3,19.1,86.4
397,69.8,6.5,7.3,4.8,5.6,2,10.33,9,38,1,4.1,3,51,11,15,6,2,10.2,100.0
398,41.6,6.8,6.9,4.6,5.3,5,6.4,9,51,8,2.0,5,47,18,12,5,1,4.9,94.9
399,50.4,4.9,7.3,4.9,7.2,5,5.87,8,36,18,4.3,0,13,12,7,2,5,5.0,85.0
400,42.5,3.6,5.3,5.1,7.1,3,4.32,12,37,5,3.7,4,49,20,7,3,1,6.7,100.0
401,54.3,5.0,6.5,5.9,5.6,3,10.68,7,33,21,6.6,2,49,8,14,3,3,16.9,89.1
402,43.3,1.9,5.6,3.7,3.3,1,5.12,9,51,11,3.2,1,14,16,11,6,0,29.5,95.2
403,79.7,7.7,8.8,5.1,5.1,2,13.02,3,43,21,13.0,2,37,11,10,1,2,0.7,90.2
404,46.1,1.9,8.2,4.6,2.6,0,8.08,7,36,15,6.2,1,45,15,9,5,2,3.6,87.9
405,60.9,4.8,7.7,4.7,4.6,3,9.92,15,40,13,4.7,3,41,9,9,2,2,5.3,95.4
406,56.5,4.4,4.7,7.7,6.8,5,9.34,9,50,3,5.5,1,12,13,9,3,3,12.8,96.9
407,67.8,2.1,6.3,6.0,8.0,3,12.23,4,40,15,3.0,3,14,15,14,2,3,12.0,91.1
408,53.4,1.7,5.5,3.3,7.8,3,5.81,6,41,10,6.9,3,9,14,17,5,2,9.6,94.8
409,79.2,4.3,7.4,6.1,6.9,5,12.76,7,46,4,5.5,3,46,13,13,4,2,6.3,92.5
410,43.7,9.0,5.4,5.1,7.4,5,8.07,5,37,6,1.2,3,1,12,17,6,3,9.8,87.1
411,47.6,1.4,4.7,6.5,4.0,3,5.96,7,50,9,2.5,1,32,14,9,3,2,0.9,89.1
412,38.0,4.0,5.2,5.3,6.9,5,3.89,8,36,20,20.0,0,40,18,16,3,3,1.8,98.4
413,61.5,2.4,7.0,7.6,3.6,4,12.53,10,46,13,4.7,2,22,17,12,1,5,2.6,95.6
414,67.5,22.0,7.7,6.2,4.7,0,11.63,7,36,16,2.5,3,59,13,10,3,3,2.0,99.3
415,45.7,3.6,6.5,8.6,6.4,0,2.62,7,46,12,5.4,2,37,8,10,3,1,6.6,100.0
416,58.8,2.3,7.5,6.2,9.1,0,6.15,6,41,3,13.2,2,43,10,11,1,3,4.4,94.7
417,31.8,8.3,3.5,3.6,5.4,5,11.7,9,41,2,5.7,3,45,15,10,2,3,4.2,88.8
418,65.9,4.4,7.3,6.4,4.9,0,7.73,4,43,6,4.6,3,46,15,13,2,2,15.2,86.9
419,56.5,1.1,6.3,5.2,7.0,4,9.66,11,40,20,14.2,2,38,15,9,5,1,5.9,93.2
420,86.9,0.3,7.7,4.8,7.3,4,13.3,10,41,9,9.3,2,52,11,6,6,5,1.0,91.2
421,60.3,5.0,4.7,6.1,4.6,3,9.57,9,52,17,3.2,6,39,19,9,1,1,6.0,89.7
422,44.4,8.8,6.2,5.4,6.4,1,7.23,8,40,4,2.0,2,31,11,18,2,2,4.1,97.5
423,64.3,4.4,6.6,7.9,5.2,0,11.17,8,45,10,20.9,2,11,10,7,6,1,1.5,93.6
424,55.0,7.4,5.0,6.4,7.2,2,9.04,11,47,8,4.9,4,23,9,14,6,2,7.2,92.3
425,53.6,4.7,5.5,4.9,6.8,1,9.89,13,30,17,2.0,3,50,12,9,2,2,11.0,97.0
426,49.4,2.5,6.0,5.8,6.4,5,2.91,9,61,10,11.5,2,6,10,15,4,2,3.5,96.4
427,54.1,7.2,6.8,4.6,6.1,2,9.0,6,30,13,7.3,5,52,12,11,5,4,6.4,85.6
428,66.1,9.1,6.4,4.2,6.9,3,9.55,13,43,11,7.6,3,19,12,11,2,1,3.0,88.5
429,51.4,1.4,6.8,5.9,5.1,3,4.07,8,28,19,22.3,3,12,6,11,2,3,1.7,91.4
430,67.7,1.6,5.9,4.9,8.7,2,13.11,9,43,21,15.3,2,31,19,9,4,1,5.0,99.0
431,65.6,1.8,6.0,4.8,9.2,0,6.42,6,40,4,6.5,1,45,17,8,1,2,4.9,95.1
432,61.5,5.0,7.9,6.5,7.6,3,7.63,6,57,0,6.1,0,52,24,8,3,2,2.0,100.0
433,59.1,4.1,7.7,6.2,4.9,2,8.4,6,39,1,14.7,3,16,20,12,5,0,5.3,92.8
434,80.7,0.8,7.4,4.2,8.9,2,13.1,10,45,1,25.1,2,36,12,10,5,0,4.0,92.8
435,70.0,1.9,5.8,4.8,4.4,2,13.4,9,33,19,8.6,2,13,13,7,5,1,4.2,100.0
436,55.2,7.4,6.8,5.9,7.5,1,8.31,10,49,6,4.5,1,24,15,16,2,2,5.8,93.1
437,53.3,8.3,5.9,2.9,7.5,2,9.52,11,40,7,4.6,1,32,15,9,6,2,11.6,88.1
438,62.3,0.4,7.5,6.2,6.8,1,12.09,11,36,19,3.2,4,19,11,7,5,3,13.4,87.5
439,60.6,2.9,7.9,7.0,7.9,5,5.76,8,47,1,6.5,2,9,14,18,3,1,7.0,100.0
440,52.8,5.3,7.8,6.0,8.6,3,3.63,9,42,7,10.4,2,43,14,13,6,3,15.1,100.0
441,65.6,3.7,7.7,8.1,4.8,2,5.76,8,40,9,8.3,1,20,18,12,3,3,4.7,95.9
442,61.2,0.6,6.8,7.6,8.1,3,10.61,10,44,17,12.6,2,9,14,6,1,4,4.5,92.2
443,53.1,5.8,5.7,5.1,5.5,1,6.63,14,39,1,2.0,2,52,12,16,6,1,2.8,86.3
444,55.8,2.7,6.4,7.3,6.5,5,8.17,13,39,10,22.7,1,16,20,10,3,2,5.3,91.3
445,82.9,7.3,8.1,6.8,5.0,1,13.13,5,38,17,5.7,3,47,18,11,3,1,7.7,95.6
446,69.0,8.0,5.3,3.6,6.0,3,9.35,3,58,12,9.8,2,40,19,11,6,2,0.6,94.6
447,62.0,1.6,7.0,6.0,6.5,5,10.25,6,36,14,17.1,2,55,11,20,1,5,4.4,92.7
448,78.0,2.2,8.0,6.3,5.8,0,11.87,9,49,20,3.8,0,46,8,11,1,3,3.4,97.3
449,51.5,1.3,6.9,5.5,6.7,1,2.92,9,40,9,7.8,2,57,10,11,4,1,7.9,91.2
450,74.2,4.7,6.4,5.7,6.0,5,14.52,7,28,18,4.1,3,25,11,13,4,1,15.1,85.5
451,72.6,4.1,6.6,5.1,6.0,2,12.67,9,48,5,6.8,4,40,9,7,5,1,3.7,94.2
452,38.0,4.4,4.7,5.3,6.2,5,6.93,7,47,3,13.7,3,45,10,14,1,3,7.5,91.4
453,46.1,4.8,6.8,5.1,5.7,5,7.25,15,29,17,19.8,4,49,13,4,2,1,12.0,99.1
454,49.7,4.5,5.2,4.0,8.5,5,12.38,11,32,17,10.5,1,34,21,11,2,1,17.6,98.6
455,65.0,6.2,5.6,3.9,4.8,2,14.03,3,47,6,16.7,1,29,21,8,2,1,2.4,86.9
456,73.0,2.5,4.1,4.8,8.8,3,12.75,5,52,1,11.6,2,42,11,16,4,3,2.4,100.0
457,43.3,3.5,6.1,6.0,6.0,0,7.37,9,40,4,8.1,5,46,12,11,3,5,39.3,91.2
458,38.1,1.3,4.6,4.8,4.7,5,2.17,9,38,15,1.8,1,42,15,16,2,2,6.7,93.5
459,37.3,17.8,6.3,1.8,4.3,2,14.46,3,48,6,8.9,2,57,10,16,5,4,19.8,82.4
460,67.2,2.6,5.5,5.9,5.7,1,10.53,7,37,17,2.2,4,43,17,9,5,1,10.3,99.7
461,54.5,1.7,5.7,4.4,6.3,0,8.28,3,51,8,6.7,4,47,14,6,6,1,12.1,96.4
462,64.4,4.2,6.3,5.4,6.9,5,7.36,9,29,19,13.0,2,6,10,14,6,3,7.1,100.0
463,68.3,10.5,6.5,4.6,8.9,3,11.87,5,51,18,7.7,0,46,12,15,3,3,3.8,86.8
464,53.3,0.5,5.9,3.6,4.6,5,7.07,8,39,7,8.3,4,52,13,11,3,5,9.3,86.9
465,58.9,0.6,5.6,5.3,7.4,0,8.64,7,43,1,21.8,4,49,14,14,1,2,12.5,100.0
466,38.0,4.5,6.1,4.5,7.5,5,4.67,11,42,7,10.7,4,42,12,13,6,2,15.2,91.0
467,67.5,0.4,6.9,6.3,5.1,4,11.1,9,41,12,22.7,4,5,16,11,1,3,14.5,92.4
468,81.5,5.9,5.7,5.9,7.1,5,15.67,10,39,1,5.4,1,22,13,12,3,2,6.0,84.6
469,64.3,7.1,4.3,6.7,8.7,1,13.75,7,41,3,9.4,6,59,22,10,6,2,1.6,94.2
470,70.1,2.5,8.1,6.1,8.1,4,10.81,6,41,3,15.6,2,39,11,6,6,2,12.6,91.4
471,42.7,3.5,5.8,4.5,5.6,2,1.93,12,40,14,2.5,1,4,22,7,1,0,7.4,99.6
472,75.2,5.8,6.5,6.0,8.5,4,14.76,9,32,21,14.2,1,19,10,13,1,3,5.5,96.4
473,56.0,4.2,5.9,5.2,6.7,2,9.09,4,49,19,10.1,5,60,17,10,4,1,10.1,84.5
