fecha,tickets_empresas,tickets_particulares,tickets,feriado
2025-07-18,213,130,343,0
2025-07-19,60,254,314,0
2025-07-20,45,249,294,0
2025-07-21,264,74,338,0
2025-07-22,242,82,324,0
2025-07-23,233,79,312,0
2025-07-24,236,77,313,0
2025-07-25,223,131,354,0
2025-07-26,52,234,286,0
2025-07-27,48,232,280,0
2025-07-28,254,95,349,0
2025-07-29,235,76,311,0
2025-07-30,236,80,316,0
2025-07-31,220,68,288,0
2025-08-01,211,138,349,0
2025-08-02,55,240,295,0
2025-08-03,47,262,309,0
2025-08-04,207,77,284,0
2025-08-05,255,79,334,0
2025-08-06,237,97,334,0
2025-08-07,241,83,324,0
2025-08-08,179,114,293,0
2025-08-09,57,233,290,0
2025-08-10,40,248,288,0
2025-08-11,258,81,339,0
2025-08-12,209,89,298,0
2025-08-13,247,80,327,0
2025-08-14,227,98,325,0
2025-08-15,215,104,319,0
2025-08-16,50,248,298,0
2025-08-17,38,300,338,1
2025-08-18,279,103,382,0
2025-08-19,273,67,340,0
2025-08-20,213,76,289,0
2025-08-21,226,75,301,0
2025-08-22,206,115,321,0
2025-08-23,66,261,327,0
2025-08-24,38,273,311,0
2025-08-25,245,84,329,0
2025-08-26,268,80,348,0
2025-08-27,239,85,324,0
2025-08-28,233,102,335,0
2025-08-29,180,137,317,0
2025-08-30,63,259,322,0
2025-08-31,33,268,301,0
2025-09-01,264,90,354,0
2025-09-02,225,78,303,0
2025-09-03,223,81,304,0
2025-09-04,234,95,329,0
2025-09-05,205,122,327,0
2025-09-06,52,250,302,0
2025-09-07,45,261,306,0
2025-09-08,229,90,319,0
2025-09-09,233,95,328,0
2025-09-10,221,85,306,0
2025-09-11,219,103,322,0
2025-09-12,185,118,303,0
2025-09-13,70,270,340,0
2025-09-14,26,277,303,0
2025-09-15,241,103,344,0
2025-09-16,242,83,325,0
2025-09-17,219,90,309,0
2025-09-18,209,80,289,0
2025-09-19,182,114,296,0
2025-09-20,60,272,332,0
2025-09-21,55,271,326,0
2025-09-22,237,98,335,0
2025-09-23,243,88,331,0
2025-09-24,203,73,276,0
2025-09-25,229,112,341,0
2025-09-26,188,137,325,0
2025-09-27,50,225,275,0
2025-09-28,39,279,318,0
2025-09-29,239,104,343,0
2025-09-30,219,87,306,0
2025-10-01,202,85,287,0
2025-10-02,223,100,323,0
2025-10-03,171,137,308,0
2025-10-04,56,253,309,0
2025-10-05,33,289,322,0
2025-10-06,210,100,310,0
2025-10-07,196,111,307,0
2025-10-08,215,86,301,0
2025-10-09,216,107,323,0
2025-10-10,161,133,294,0
2025-10-11,44,272,316,0
2025-10-12,29,284,313,1
2025-10-13,231,94,325,0
2025-10-14,198,107,305,0
2025-10-15,185,94,279,0
2025-10-16,186,106,292,0
2025-10-17,187,127,314,0
2025-10-18,57,273,330,0
2025-10-19,32,287,319,0
2025-10-20,216,105,321,0
2025-10-21,191,84,275,0
2025-10-22,207,113,320,0
2025-10-23,195,98,293,0
2025-10-24,159,109,268,0
2025-10-25,43,289,332,0
2025-10-26,35,266,301,0
2025-10-27,206,95,301,0
2025-10-28,191,93,284,0
2025-10-29,200,91,291,0
2025-10-30,171,103,274,0
2025-10-31,163,138,301,0
2025-11-01,41,306,347,0
2025-11-02,25,339,364,0
2025-11-03,223,108,331,0
2025-11-04,208,113,321,0
2025-11-05,196,104,300,0
2025-11-06,197,97,294,0
2025-11-07,153,135,288,0
2025-11-08,58,264,322,0
2025-11-09,23,323,346,0
2025-11-10,170,112,282,0
2025-11-11,216,105,321,0
2025-11-12,209,83,292,0
2025-11-13,167,112,279,0
2025-11-14,162,150,312,0
2025-11-15,37,278,315,0
2025-11-16,23,332,355,0
2025-11-17,196,87,283,0
2025-11-18,166,119,285,0
2025-11-19,192,81,273,0
2025-11-20,68,115,183,1
2025-11-21,154,137,291,0
2025-11-22,51,276,327,0
2025-11-23,24,325,349,0
2025-11-24,177,88,265,0
2025-11-25,163,100,263,0
2025-11-26,174,94,268,0
2025-11-27,186,102,288,0
2025-11-28,160,163,323,0
2025-11-29,37,291,328,0
2025-11-30,28,331,359,0
2025-12-01,177,117,294,0
2025-12-02,177,87,264,0
2025-12-03,171,115,286,0
2025-12-04,174,125,299,0
2025-12-05,148,166,314,0
2025-12-06,43,311,354,0
2025-12-07,25,304,329,0
2025-12-08,65,125,190,1
2025-12-09,163,111,274,0
2025-12-10,168,106,274,0
2025-12-11,161,128,289,0
2025-12-12,140,148,288,0
2025-12-13,43,311,354,0
2025-12-14,23,311,334,0
2025-12-15,169,123,292,0
2025-12-16,177,110,287,0
2025-12-17,178,88,266,0
2025-12-18,168,100,268,0
2025-12-19,148,163,311,0
2025-12-20,40,302,342,0
2025-12-21,30,329,359,0
2025-12-22,185,123,308,0
2025-12-23,150,92,242,0
2025-12-24,172,116,288,0
2025-12-25,65,119,184,1
2025-12-26,147,156,303,0
2025-12-27,45,323,368,0
2025-12-28,23,337,360,0
2025-12-29,197,124,321,0
2025-12-30,165,99,264,0
2025-12-31,171,111,282,0
